Customer Age,Customer Gender,Product Purchased,Ticket Priority,Ticket Status,Ticket Type,Customer Satisfaction Rating,Customer Gender Encoded,Product Purchased Encoded,Ticket Priority Encoded,Ticket Status Encoded,Ticket Type Encoded
47,Other,Bose QuietComfort,Medium,Pending Customer Response,Product inquiry,2,2,6,3,2,2
24,Male,MacBook Pro,Low,Open,Billing inquiry,2,1,24,2,1,0
60,Male,Microsoft Office,Low,Closed,Refund request,1,1,25,2,0,3
25,Female,PlayStation,Low,Open,Refund request,2,0,33,2,1,3
20,Other,Google Pixel,High,Closed,Product inquiry,2,2,18,1,0,2
27,Male,Sony PlayStation,Critical,Closed,Refund request,2,1,38,0,0,3
64,Female,Bose QuietComfort,Critical,Pending Customer Response,Cancellation request,2,0,6,0,2,1
63,Male,Nikon D,Medium,Closed,Product inquiry,0,1,29,3,0,2
70,Female,LG Washing Machine,Medium,Pending Customer Response,Cancellation request,2,0,22,3,2,1
51,Male,PlayStation,Critical,Open,Refund request,2,1,33,0,1,3
67,Other,LG Smart TV,High,Open,Product inquiry,2,2,21,1,1,2
65,Other,Nikon D,Critical,Open,Refund request,2,2,29,0,1,3
23,Male,Nikon D,Medium,Closed,Technical issue,0,1,29,3,0,4
38,Other,Nest Thermostat,Critical,Closed,Product inquiry,1,2,28,0,0,2
22,Other,Amazon Kindle,Medium,Open,Technical issue,2,2,2,3,1,4
68,Other,Autodesk AutoCAD,Critical,Open,Product inquiry,2,2,5,0,1,2
27,Male,Fitbit Charge,Medium,Closed,Billing inquiry,1,1,12,3,0,0
62,Female,Bose SoundLink Speaker,Low,Open,Billing inquiry,2,0,7,2,1,0
36,Male,Xbox,High,Closed,Technical issue,0,1,40,1,0,4
68,Other,LG Washing Machine,High,Pending Customer Response,Billing inquiry,2,2,22,1,2,0
24,Female,Samsung Galaxy,High,Open,Technical issue,2,0,35,1,1,4
61,Female,Philips Hue Lights,Low,Closed,Refund request,0,0,32,2,0,3
25,Other,MacBook Pro,Medium,Closed,Billing inquiry,0,2,24,3,0,0
52,Other,Bose SoundLink Speaker,Medium,Pending Customer Response,Product inquiry,2,2,7,3,2,2
68,Female,Amazon Kindle,Medium,Open,Refund request,2,0,2,3,1,3
29,Other,LG Washing Machine,High,Pending Customer Response,Product inquiry,2,2,22,1,2,2
30,Male,iPhone,Low,Open,Billing inquiry,2,1,41,2,1,0
22,Female,Amazon Echo,Low,Pending Customer Response,Refund request,2,0,1,2,2,3
53,Other,MacBook Pro,Medium,Closed,Refund request,0,2,24,3,0,3
59,Female,Roomba Robot Vacuum,Medium,Pending Customer Response,Billing inquiry,2,0,34,3,2,0
44,Male,Adobe Photoshop,Critical,Open,Billing inquiry,2,1,0,0,1,0
31,Female,Lenovo ThinkPad,Low,Closed,Technical issue,2,0,23,2,0,4
33,Male,Google Nest,Low,Pending Customer Response,Refund request,2,1,17,2,2,3
48,Other,Canon DSLR Camera,Medium,Closed,Cancellation request,2,2,8,3,0,1
65,Other,LG Smart TV,Medium,Open,Cancellation request,2,2,21,3,1,1
32,Female,LG OLED,Medium,Pending Customer Response,Refund request,2,0,20,3,2,3
53,Male,Bose SoundLink Speaker,Low,Pending Customer Response,Technical issue,2,1,7,2,2,4
35,Male,Nest Thermostat,Low,Open,Refund request,2,1,28,2,1,3
20,Other,Amazon Kindle,Critical,Closed,Cancellation request,2,2,2,0,0,1
23,Other,Philips Hue Lights,Low,Pending Customer Response,Refund request,2,2,32,2,2,3
18,Other,Nintendo Switch Pro Controller,Critical,Pending Customer Response,Billing inquiry,2,2,31,0,2,0
48,Male,Nest Thermostat,High,Pending Customer Response,Billing inquiry,2,1,28,1,2,0
24,Other,Apple AirPods,Low,Open,Technical issue,2,2,3,2,1,4
21,Other,Nintendo Switch Pro Controller,Low,Open,Product inquiry,2,2,31,2,1,2
70,Male,Sony Xperia,Medium,Pending Customer Response,Technical issue,2,1,39,3,2,4
23,Male,Nikon D,Medium,Pending Customer Response,Billing inquiry,2,1,29,3,2,0
32,Other,Xbox,Low,Pending Customer Response,Cancellation request,2,2,40,2,2,1
26,Other,Nintendo Switch Pro Controller,Critical,Open,Technical issue,2,2,31,0,1,4
60,Other,Fitbit Charge,Critical,Closed,Technical issue,0,2,12,0,0,4
57,Female,Xbox,Critical,Open,Refund request,2,0,40,0,1,3
27,Other,Canon DSLR Camera,High,Closed,Billing inquiry,2,2,8,1,0,0
50,Other,iPhone,High,Closed,Technical issue,0,2,41,1,0,4
24,Other,Autodesk AutoCAD,High,Closed,Refund request,0,2,5,1,0,3
24,Male,Asus ROG,Medium,Open,Refund request,2,1,4,3,1,3
64,Male,Google Nest,Medium,Open,Product inquiry,2,1,17,3,1,2
20,Female,Canon EOS,Critical,Open,Product inquiry,2,0,9,0,1,2
66,Male,LG Smart TV,Medium,Pending Customer Response,Technical issue,2,1,21,3,2,4
35,Other,Fitbit Versa Smartwatch,Critical,Pending Customer Response,Billing inquiry,2,2,13,0,2,0
24,Other,iPhone,Low,Closed,Technical issue,2,2,41,2,0,4
57,Female,Lenovo ThinkPad,Critical,Pending Customer Response,Refund request,2,0,23,0,2,3
65,Female,Dell XPS,Medium,Open,Refund request,2,0,10,3,1,3
35,Female,Nintendo Switch,Critical,Open,Technical issue,2,0,30,0,1,4
59,Other,iPhone,Critical,Open,Cancellation request,2,2,41,0,1,1
63,Other,GoPro Action Camera,Medium,Open,Technical issue,2,2,15,3,1,4
54,Other,Apple AirPods,Low,Closed,Refund request,2,2,3,2,0,3
22,Male,Xbox,Medium,Closed,Cancellation request,2,1,40,3,0,1
43,Male,Samsung Galaxy,Medium,Pending Customer Response,Technical issue,2,1,35,3,2,4
18,Other,Nintendo Switch,Critical,Open,Technical issue,2,2,30,0,1,4
38,Female,Roomba Robot Vacuum,Critical,Open,Product inquiry,2,0,34,0,1,2
35,Female,Autodesk AutoCAD,Medium,Closed,Technical issue,2,0,5,3,0,4
29,Female,Google Pixel,High,Pending Customer Response,Cancellation request,2,0,18,1,2,1
52,Female,Asus ROG,Critical,Pending Customer Response,Refund request,2,0,4,0,2,3
60,Other,Philips Hue Lights,High,Open,Product inquiry,2,2,32,1,1,2
53,Male,Nest Thermostat,Critical,Open,Cancellation request,2,1,28,0,1,1
49,Male,Sony 4K HDR TV,Low,Pending Customer Response,Product inquiry,2,1,37,2,2,2
60,Male,MacBook Pro,Critical,Pending Customer Response,Product inquiry,2,1,24,0,2,2
36,Male,Microsoft Surface,Medium,Open,Technical issue,2,1,26,3,1,4
56,Female,GoPro Hero,Critical,Open,Refund request,2,0,16,0,1,3
25,Female,PlayStation,Low,Pending Customer Response,Billing inquiry,2,0,33,2,2,0
23,Other,Sony Xperia,High,Closed,Technical issue,2,2,39,1,0,4
50,Female,Amazon Echo,Low,Closed,Product inquiry,2,0,1,2,0,2
56,Other,Lenovo ThinkPad,Critical,Closed,Refund request,0,2,23,0,0,3
60,Female,Amazon Echo,Critical,Closed,Refund request,1,0,1,0,0,3
54,Other,Apple AirPods,Critical,Open,Refund request,2,2,3,0,1,3
55,Other,Nest Thermostat,Critical,Open,Cancellation request,2,2,28,0,1,1
34,Female,Bose QuietComfort,Low,Pending Customer Response,Billing inquiry,2,0,6,2,2,0
39,Other,Sony 4K HDR TV,Low,Closed,Refund request,2,2,37,2,0,3
66,Female,Philips Hue Lights,High,Pending Customer Response,Technical issue,2,0,32,1,2,4
20,Female,Amazon Echo,High,Pending Customer Response,Billing inquiry,2,0,1,1,2,0
45,Other,Roomba Robot Vacuum,High,Closed,Billing inquiry,1,2,34,1,0,0
29,Female,Sony PlayStation,Medium,Closed,Cancellation request,2,0,38,3,0,1
20,Female,Fitbit Charge,Critical,Open,Refund request,2,0,12,0,1,3
46,Other,GoPro Action Camera,Critical,Pending Customer Response,Billing inquiry,2,2,15,0,2,0
34,Female,Nintendo Switch Pro Controller,High,Pending Customer Response,Technical issue,2,0,31,1,2,4
44,Female,Dyson Vacuum Cleaner,Medium,Pending Customer Response,Cancellation request,2,0,11,3,2,1
30,Female,Microsoft Surface,Medium,Pending Customer Response,Billing inquiry,2,0,26,3,2,0
51,Other,Fitbit Charge,Critical,Closed,Refund request,0,2,12,0,0,3
19,Male,Google Pixel,Low,Open,Refund request,2,1,18,2,1,3
27,Female,PlayStation,Medium,Open,Cancellation request,2,0,33,3,1,1
46,Female,Asus ROG,Medium,Pending Customer Response,Technical issue,2,0,4,3,2,4
34,Other,Dell XPS,Low,Closed,Cancellation request,2,2,10,2,0,1
19,Male,LG Smart TV,Critical,Open,Product inquiry,2,1,21,0,1,2
35,Other,Autodesk AutoCAD,Low,Open,Technical issue,2,2,5,2,1,4
59,Female,Amazon Echo,High,Closed,Cancellation request,0,0,1,1,0,1
65,Female,Sony 4K HDR TV,High,Closed,Cancellation request,2,0,37,1,0,1
47,Other,Garmin Forerunner,Critical,Open,Product inquiry,2,2,14,0,1,2
57,Female,LG Smart TV,Medium,Closed,Billing inquiry,1,0,21,3,0,0
54,Other,Google Pixel,Low,Open,Technical issue,2,2,18,2,1,4
46,Male,HP Pavilion,Low,Pending Customer Response,Cancellation request,2,1,19,2,2,1
52,Male,Autodesk AutoCAD,Low,Pending Customer Response,Technical issue,2,1,5,2,2,4
44,Other,Roomba Robot Vacuum,Medium,Pending Customer Response,Cancellation request,2,2,34,3,2,1
19,Female,Sony 4K HDR TV,Low,Pending Customer Response,Cancellation request,2,0,37,2,2,1
44,Male,Google Nest,High,Open,Technical issue,2,1,17,1,1,4
59,Other,Sony Xperia,Critical,Open,Billing inquiry,2,2,39,0,1,0
38,Male,Google Nest,Critical,Closed,Refund request,2,1,17,0,0,3
46,Female,Samsung Soundbar,Low,Open,Product inquiry,2,0,36,2,1,2
25,Other,Dyson Vacuum Cleaner,Medium,Open,Product inquiry,2,2,11,3,1,2
54,Other,Bose QuietComfort,Low,Open,Billing inquiry,2,2,6,2,1,0
54,Male,Bose QuietComfort,Low,Open,Technical issue,2,1,6,2,1,4
35,Female,HP Pavilion,Critical,Pending Customer Response,Refund request,2,0,19,0,2,3
52,Female,PlayStation,Medium,Open,Product inquiry,2,0,33,3,1,2
61,Female,Sony 4K HDR TV,Medium,Open,Billing inquiry,2,0,37,3,1,0
67,Other,Autodesk AutoCAD,Medium,Open,Technical issue,2,2,5,3,1,4
33,Male,Nest Thermostat,Medium,Closed,Billing inquiry,2,1,28,3,0,0
40,Other,Microsoft Office,Medium,Pending Customer Response,Technical issue,2,2,25,3,2,4
24,Female,Asus ROG,Critical,Open,Refund request,2,0,4,0,1,3
63,Male,Sony 4K HDR TV,High,Pending Customer Response,Technical issue,2,1,37,1,2,4
20,Other,Canon EOS,High,Pending Customer Response,Technical issue,2,2,9,1,2,4
63,Female,Nest Thermostat,Critical,Closed,Product inquiry,0,0,28,0,0,2
43,Female,Amazon Kindle,High,Pending Customer Response,Refund request,2,0,2,1,2,3
43,Male,Fitbit Versa Smartwatch,Low,Pending Customer Response,Technical issue,2,1,13,2,2,4
57,Other,Canon DSLR Camera,Low,Open,Refund request,2,2,8,2,1,3
69,Female,Nest Thermostat,Critical,Closed,Technical issue,0,0,28,0,0,4
55,Female,GoPro Action Camera,Medium,Closed,Refund request,2,0,15,3,0,3
33,Female,LG Smart TV,Critical,Open,Cancellation request,2,0,21,0,1,1
36,Female,Fitbit Versa Smartwatch,Critical,Pending Customer Response,Refund request,2,0,13,0,2,3
60,Other,Fitbit Charge,High,Open,Cancellation request,2,2,12,1,1,1
66,Female,Nest Thermostat,Low,Open,Refund request,2,0,28,2,1,3
59,Other,GoPro Action Camera,Critical,Pending Customer Response,Cancellation request,2,2,15,0,2,1
41,Other,Amazon Echo,Critical,Open,Technical issue,2,2,1,0,1,4
60,Male,Samsung Galaxy,Critical,Pending Customer Response,Product inquiry,2,1,35,0,2,2
57,Male,Google Nest,Medium,Closed,Refund request,1,1,17,3,0,3
37,Male,Fitbit Versa Smartwatch,Critical,Pending Customer Response,Refund request,2,1,13,0,2,3
61,Other,MacBook Pro,High,Pending Customer Response,Cancellation request,2,2,24,1,2,1
39,Other,Dell XPS,Low,Pending Customer Response,Refund request,2,2,10,2,2,3
44,Female,Lenovo ThinkPad,Low,Open,Product inquiry,2,0,23,2,1,2
20,Male,Autodesk AutoCAD,High,Open,Billing inquiry,2,1,5,1,1,0
35,Male,Nest Thermostat,Critical,Pending Customer Response,Billing inquiry,2,1,28,0,2,0
32,Male,Xbox,Low,Closed,Product inquiry,1,1,40,2,0,2
69,Female,LG OLED,Critical,Open,Product inquiry,2,0,20,0,1,2
39,Female,Bose SoundLink Speaker,High,Pending Customer Response,Billing inquiry,2,0,7,1,2,0
46,Other,PlayStation,Critical,Open,Refund request,2,2,33,0,1,3
41,Female,Microsoft Office,High,Open,Billing inquiry,2,0,25,1,1,0
46,Male,Philips Hue Lights,Medium,Open,Billing inquiry,2,1,32,3,1,0
22,Male,MacBook Pro,Medium,Closed,Technical issue,1,1,24,3,0,4
28,Male,Sony PlayStation,High,Pending Customer Response,Product inquiry,2,1,38,1,2,2
18,Male,HP Pavilion,Low,Open,Technical issue,2,1,19,2,1,4
61,Male,PlayStation,High,Pending Customer Response,Cancellation request,2,1,33,1,2,1
33,Male,Samsung Soundbar,Low,Pending Customer Response,Refund request,2,1,36,2,2,3
69,Other,Canon DSLR Camera,Medium,Pending Customer Response,Cancellation request,2,2,8,3,2,1
44,Female,Google Pixel,Critical,Closed,Billing inquiry,1,0,18,0,0,0
46,Female,Roomba Robot Vacuum,Medium,Pending Customer Response,Billing inquiry,2,0,34,3,2,0
28,Other,Lenovo ThinkPad,Low,Pending Customer Response,Technical issue,2,2,23,2,2,4
46,Male,Nest Thermostat,Critical,Pending Customer Response,Refund request,2,1,28,0,2,3
45,Female,Microsoft Office,High,Open,Cancellation request,2,0,25,1,1,1
40,Female,Microsoft Xbox Controller,High,Open,Technical issue,2,0,27,1,1,4
52,Female,Nikon D,Critical,Pending Customer Response,Technical issue,2,0,29,0,2,4
70,Male,GoPro Action Camera,Critical,Pending Customer Response,Refund request,2,1,15,0,2,3
53,Other,Amazon Kindle,Medium,Closed,Product inquiry,1,2,2,3,0,2
19,Other,MacBook Pro,Medium,Closed,Technical issue,2,2,24,3,0,4
52,Other,Google Pixel,High,Closed,Refund request,2,2,18,1,0,3
53,Other,Autodesk AutoCAD,Critical,Pending Customer Response,Cancellation request,2,2,5,0,2,1
50,Other,Asus ROG,Medium,Closed,Refund request,0,2,4,3,0,3
64,Female,Samsung Galaxy,Medium,Pending Customer Response,Billing inquiry,2,0,35,3,2,0
58,Male,iPhone,Medium,Pending Customer Response,Billing inquiry,2,1,41,3,2,0
54,Other,Sony 4K HDR TV,Low,Open,Billing inquiry,2,2,37,2,1,0
52,Male,Roomba Robot Vacuum,High,Pending Customer Response,Product inquiry,2,1,34,1,2,2
22,Male,Lenovo ThinkPad,Critical,Open,Product inquiry,2,1,23,0,1,2
55,Female,LG Washing Machine,Medium,Closed,Cancellation request,0,0,22,3,0,1
44,Female,Autodesk AutoCAD,Critical,Open,Product inquiry,2,0,5,0,1,2
54,Female,Google Nest,Critical,Open,Product inquiry,2,0,17,0,1,2
41,Male,Microsoft Surface,Low,Closed,Refund request,0,1,26,2,0,3
58,Other,Fitbit Versa Smartwatch,High,Closed,Cancellation request,0,2,13,1,0,1
34,Other,Canon EOS,Low,Open,Product inquiry,2,2,9,2,1,2
33,Female,Amazon Echo,Critical,Pending Customer Response,Cancellation request,2,0,1,0,2,1
46,Other,Microsoft Xbox Controller,Low,Open,Product inquiry,2,2,27,2,1,2
25,Female,GoPro Action Camera,Critical,Closed,Product inquiry,2,0,15,0,0,2
54,Male,Sony 4K HDR TV,Low,Open,Technical issue,2,1,37,2,1,4
66,Male,LG OLED,High,Pending Customer Response,Cancellation request,2,1,20,1,2,1
60,Other,Bose QuietComfort,Medium,Open,Technical issue,2,2,6,3,1,4
21,Female,Autodesk AutoCAD,Low,Open,Technical issue,2,0,5,2,1,4
59,Female,Garmin Forerunner,Medium,Open,Cancellation request,2,0,14,3,1,1
30,Male,Samsung Soundbar,Low,Closed,Technical issue,2,1,36,2,0,4
61,Male,Fitbit Charge,Critical,Pending Customer Response,Refund request,2,1,12,0,2,3
66,Male,Philips Hue Lights,Medium,Open,Technical issue,2,1,32,3,1,4
46,Male,Sony 4K HDR TV,Medium,Open,Product inquiry,2,1,37,3,1,2
45,Female,Microsoft Office,Critical,Closed,Technical issue,0,0,25,0,0,4
57,Male,Sony 4K HDR TV,High,Open,Refund request,2,1,37,1,1,3
28,Other,Amazon Echo,Critical,Closed,Technical issue,2,2,1,0,0,4
60,Male,Microsoft Xbox Controller,Critical,Open,Cancellation request,2,1,27,0,1,1
67,Female,Sony PlayStation,Low,Pending Customer Response,Billing inquiry,2,0,38,2,2,0
69,Female,Fitbit Versa Smartwatch,High,Pending Customer Response,Technical issue,2,0,13,1,2,4
36,Other,GoPro Action Camera,Medium,Closed,Product inquiry,2,2,15,3,0,2
58,Female,Autodesk AutoCAD,Low,Open,Cancellation request,2,0,5,2,1,1
49,Other,Roomba Robot Vacuum,Critical,Closed,Billing inquiry,0,2,34,0,0,0
23,Other,Fitbit Charge,Low,Open,Refund request,2,2,12,2,1,3
42,Female,Lenovo ThinkPad,Low,Pending Customer Response,Refund request,2,0,23,2,2,3
65,Other,HP Pavilion,Critical,Closed,Cancellation request,2,2,19,0,0,1
24,Other,Nest Thermostat,Medium,Pending Customer Response,Cancellation request,2,2,28,3,2,1
60,Male,Garmin Forerunner,Low,Closed,Cancellation request,2,1,14,2,0,1
44,Other,Xbox,High,Open,Cancellation request,2,2,40,1,1,1
70,Male,Nikon D,High,Pending Customer Response,Refund request,2,1,29,1,2,3
23,Male,Dyson Vacuum Cleaner,Medium,Pending Customer Response,Technical issue,2,1,11,3,2,4
22,Male,Bose SoundLink Speaker,Low,Pending Customer Response,Cancellation request,2,1,7,2,2,1
42,Male,Google Nest,Medium,Open,Technical issue,2,1,17,3,1,4
25,Male,Nest Thermostat,High,Pending Customer Response,Technical issue,2,1,28,1,2,4
18,Female,Adobe Photoshop,High,Closed,Technical issue,1,0,0,1,0,4
67,Male,Bose SoundLink Speaker,Low,Open,Billing inquiry,2,1,7,2,1,0
47,Female,Roomba Robot Vacuum,Medium,Pending Customer Response,Billing inquiry,2,0,34,3,2,0
31,Male,LG Washing Machine,Critical,Pending Customer Response,Cancellation request,2,1,22,0,2,1
34,Other,LG OLED,Critical,Open,Cancellation request,2,2,20,0,1,1
48,Other,LG OLED,Critical,Pending Customer Response,Product inquiry,2,2,20,0,2,2
45,Male,Amazon Echo,Critical,Pending Customer Response,Product inquiry,2,1,1,0,2,2
26,Other,iPhone,High,Pending Customer Response,Technical issue,2,2,41,1,2,4
49,Other,Microsoft Surface,Low,Closed,Technical issue,2,2,26,2,0,4
33,Other,LG Washing Machine,High,Open,Billing inquiry,2,2,22,1,1,0
29,Other,HP Pavilion,High,Closed,Refund request,0,2,19,1,0,3
68,Other,Sony 4K HDR TV,High,Pending Customer Response,Technical issue,2,2,37,1,2,4
67,Male,PlayStation,Critical,Open,Billing inquiry,2,1,33,0,1,0
41,Other,Bose SoundLink Speaker,Medium,Pending Customer Response,Billing inquiry,2,2,7,3,2,0
26,Other,Autodesk AutoCAD,Low,Closed,Billing inquiry,0,2,5,2,0,0
20,Male,Adobe Photoshop,Medium,Open,Technical issue,2,1,0,3,1,4
70,Other,Lenovo ThinkPad,Medium,Pending Customer Response,Product inquiry,2,2,23,3,2,2
43,Other,Sony Xperia,High,Pending Customer Response,Refund request,2,2,39,1,2,3
65,Other,Microsoft Xbox Controller,Medium,Pending Customer Response,Billing inquiry,2,2,27,3,2,0
31,Other,Microsoft Surface,High,Pending Customer Response,Technical issue,2,2,26,1,2,4
45,Other,Microsoft Xbox Controller,Low,Pending Customer Response,Billing inquiry,2,2,27,2,2,0
29,Male,iPhone,Low,Pending Customer Response,Cancellation request,2,1,41,2,2,1
27,Male,Xbox,Low,Closed,Cancellation request,2,1,40,2,0,1
50,Male,LG Smart TV,High,Open,Product inquiry,2,1,21,1,1,2
22,Female,Dyson Vacuum Cleaner,High,Pending Customer Response,Refund request,2,0,11,1,2,3
49,Female,Nest Thermostat,Low,Closed,Technical issue,2,0,28,2,0,4
27,Male,Adobe Photoshop,Medium,Pending Customer Response,Billing inquiry,2,1,0,3,2,0
61,Male,MacBook Pro,Low,Open,Technical issue,2,1,24,2,1,4
59,Other,Autodesk AutoCAD,High,Open,Technical issue,2,2,5,1,1,4
66,Other,Canon EOS,Medium,Closed,Technical issue,2,2,9,3,0,4
29,Other,iPhone,Critical,Closed,Refund request,0,2,41,0,0,3
56,Male,Microsoft Office,High,Pending Customer Response,Technical issue,2,1,25,1,2,4
63,Male,LG Smart TV,Critical,Pending Customer Response,Technical issue,2,1,21,0,2,4
58,Other,Amazon Echo,Low,Pending Customer Response,Technical issue,2,2,1,2,2,4
42,Male,Roomba Robot Vacuum,Critical,Pending Customer Response,Product inquiry,2,1,34,0,2,2
20,Other,GoPro Hero,Low,Open,Billing inquiry,2,2,16,2,1,0
39,Other,Adobe Photoshop,Low,Open,Technical issue,2,2,0,2,1,4
45,Male,HP Pavilion,Medium,Open,Technical issue,2,1,19,3,1,4
63,Male,Lenovo ThinkPad,Medium,Closed,Cancellation request,2,1,23,3,0,1
37,Male,Canon EOS,High,Open,Product inquiry,2,1,9,1,1,2
20,Male,LG Washing Machine,Critical,Pending Customer Response,Refund request,2,1,22,0,2,3
28,Male,HP Pavilion,Critical,Open,Billing inquiry,2,1,19,0,1,0
67,Female,Nest Thermostat,Medium,Open,Refund request,2,0,28,3,1,3
26,Other,GoPro Hero,Low,Open,Technical issue,2,2,16,2,1,4
32,Female,GoPro Action Camera,Critical,Open,Cancellation request,2,0,15,0,1,1
33,Other,Sony 4K HDR TV,Medium,Pending Customer Response,Cancellation request,2,2,37,3,2,1
58,Female,Dell XPS,Critical,Open,Refund request,2,0,10,0,1,3
68,Male,Fitbit Versa Smartwatch,Low,Closed,Refund request,2,1,13,2,0,3
25,Male,iPhone,Critical,Pending Customer Response,Refund request,2,1,41,0,2,3
69,Male,GoPro Action Camera,Medium,Pending Customer Response,Billing inquiry,2,1,15,3,2,0
30,Female,Xbox,High,Pending Customer Response,Billing inquiry,2,0,40,1,2,0
39,Male,Sony 4K HDR TV,Critical,Closed,Technical issue,1,1,37,0,0,4
69,Female,Garmin Forerunner,High,Open,Product inquiry,2,0,14,1,1,2
24,Other,Nintendo Switch Pro Controller,Medium,Open,Technical issue,2,2,31,3,1,4
47,Male,PlayStation,Medium,Open,Billing inquiry,2,1,33,3,1,0
61,Other,Canon DSLR Camera,Low,Open,Product inquiry,2,2,8,2,1,2
69,Female,Sony PlayStation,Low,Pending Customer Response,Billing inquiry,2,0,38,2,2,0
48,Male,Samsung Soundbar,Low,Pending Customer Response,Technical issue,2,1,36,2,2,4
41,Female,Samsung Galaxy,High,Open,Refund request,2,0,35,1,1,3
28,Male,Roomba Robot Vacuum,Critical,Pending Customer Response,Billing inquiry,2,1,34,0,2,0
43,Female,PlayStation,High,Open,Technical issue,2,0,33,1,1,4
69,Female,Nintendo Switch,Medium,Open,Product inquiry,2,0,30,3,1,2
59,Male,Amazon Kindle,Critical,Closed,Billing inquiry,1,1,2,0,0,0
59,Male,Nikon D,Critical,Open,Refund request,2,1,29,0,1,3
33,Male,Amazon Kindle,Low,Closed,Refund request,0,1,2,2,0,3
39,Other,Bose SoundLink Speaker,High,Closed,Cancellation request,0,2,7,1,0,1
70,Male,Philips Hue Lights,Medium,Open,Refund request,2,1,32,3,1,3
63,Other,Apple AirPods,Medium,Pending Customer Response,Technical issue,2,2,3,3,2,4
59,Female,Canon EOS,High,Pending Customer Response,Refund request,2,0,9,1,2,3
54,Male,Bose SoundLink Speaker,Low,Pending Customer Response,Technical issue,2,1,7,2,2,4
19,Female,Amazon Kindle,Low,Closed,Refund request,2,0,2,2,0,3
43,Male,Sony 4K HDR TV,Low,Closed,Technical issue,2,1,37,2,0,4
37,Male,Microsoft Office,Medium,Closed,Cancellation request,0,1,25,3,0,1
35,Other,Sony PlayStation,High,Pending Customer Response,Refund request,2,2,38,1,2,3
33,Male,LG OLED,Low,Pending Customer Response,Refund request,2,1,20,2,2,3
65,Female,Google Nest,Medium,Closed,Technical issue,0,0,17,3,0,4
61,Other,Sony Xperia,Medium,Closed,Technical issue,1,2,39,3,0,4
22,Male,Roomba Robot Vacuum,Medium,Pending Customer Response,Cancellation request,2,1,34,3,2,1
61,Male,Nintendo Switch Pro Controller,Medium,Open,Refund request,2,1,31,3,1,3
53,Male,Apple AirPods,Critical,Pending Customer Response,Refund request,2,1,3,0,2,3
64,Female,Sony Xperia,Medium,Open,Cancellation request,2,0,39,3,1,1
55,Male,Google Nest,High,Closed,Product inquiry,2,1,17,1,0,2
18,Other,Nintendo Switch Pro Controller,Critical,Closed,Product inquiry,2,2,31,0,0,2
34,Other,Nintendo Switch,Medium,Closed,Refund request,0,2,30,3,0,3
39,Male,Samsung Soundbar,Critical,Closed,Cancellation request,1,1,36,0,0,1
20,Other,Canon DSLR Camera,Low,Pending Customer Response,Billing inquiry,2,2,8,2,2,0
30,Other,Nintendo Switch,Low,Open,Technical issue,2,2,30,2,1,4
36,Other,Apple AirPods,Critical,Pending Customer Response,Product inquiry,2,2,3,0,2,2
53,Other,Amazon Echo,Critical,Open,Refund request,2,2,1,0,1,3
52,Female,Sony 4K HDR TV,Medium,Open,Cancellation request,2,0,37,3,1,1
58,Other,LG OLED,High,Open,Refund request,2,2,20,1,1,3
23,Female,Fitbit Charge,Medium,Closed,Refund request,2,0,12,3,0,3
48,Other,Roomba Robot Vacuum,Medium,Closed,Technical issue,0,2,34,3,0,4
24,Other,Amazon Kindle,High,Open,Refund request,2,2,2,1,1,3
51,Male,Amazon Kindle,Critical,Closed,Refund request,2,1,2,0,0,3
41,Female,Xbox,Critical,Closed,Refund request,2,0,40,0,0,3
51,Male,Sony 4K HDR TV,Medium,Closed,Technical issue,2,1,37,3,0,4
54,Female,LG OLED,Medium,Closed,Refund request,0,0,20,3,0,3
61,Other,Sony 4K HDR TV,Low,Closed,Technical issue,0,2,37,2,0,4
43,Other,LG Smart TV,Medium,Open,Product inquiry,2,2,21,3,1,2
22,Male,Nintendo Switch,Critical,Pending Customer Response,Product inquiry,2,1,30,0,2,2
35,Female,Garmin Forerunner,Low,Open,Technical issue,2,0,14,2,1,4
54,Male,Amazon Echo,Critical,Open,Cancellation request,2,1,1,0,1,1
38,Male,Sony PlayStation,Medium,Pending Customer Response,Product inquiry,2,1,38,3,2,2
37,Female,Sony Xperia,Critical,Pending Customer Response,Cancellation request,2,0,39,0,2,1
58,Other,Sony 4K HDR TV,Medium,Open,Billing inquiry,2,2,37,3,1,0
52,Male,Lenovo ThinkPad,Medium,Closed,Product inquiry,1,1,23,3,0,2
60,Other,Autodesk AutoCAD,Low,Closed,Technical issue,2,2,5,2,0,4
21,Other,MacBook Pro,Critical,Closed,Technical issue,2,2,24,0,0,4
45,Other,Bose SoundLink Speaker,High,Open,Product inquiry,2,2,7,1,1,2
25,Other,PlayStation,Low,Closed,Cancellation request,0,2,33,2,0,1
31,Female,Samsung Soundbar,High,Pending Customer Response,Cancellation request,2,0,36,1,2,1
42,Male,Fitbit Versa Smartwatch,High,Closed,Cancellation request,1,1,13,1,0,1
67,Other,Canon EOS,Low,Closed,Cancellation request,1,2,9,2,0,1
28,Other,LG OLED,Critical,Open,Cancellation request,2,2,20,0,1,1
34,Female,Bose SoundLink Speaker,Medium,Pending Customer Response,Technical issue,2,0,7,3,2,4
21,Male,HP Pavilion,Low,Open,Technical issue,2,1,19,2,1,4
62,Male,LG Washing Machine,Low,Closed,Technical issue,2,1,22,2,0,4
